Obs,Temp,Color,Moisture
119,33.70586297,red,92.35009377
120,34.37999282,red,92.73793823
121,36.35684595,red,96.18767687
122,38.21253809,red,96.02701496
123,39.13486745,red,98.79825766
124,32.6479796,red,93.20801069
125,39.28964812,red,91.26000082
126,32.09956427,green,91.18446454
127,33.81257709,green,95.2361832
128,27.78854925,red,94.04435344
129,33.58517593,red,93.62253253
130,31.95660061,yellow,92.00252272
131,37.60864147,red,93.0357705
132,34.42876487,red,91.58513854
133,34.01879252,red,92.95220416
134,29.54338051,green,88.93756097
135,33.6727566,red,89.79876825
136,36.0678959,red,94.16135072
137,35.14386521,red,93.3428059
138,29.63725694,yellow,89.02013989
139,33.20717741,yellow,91.51526648
140,36.01660543,red,92.95643729
141,35.79826986,yellow,92.03215894
142,37.10427097,red,90.94269493
143,25.65246711,red,95.10765898
144,33.33287336,red,95.39482792
145,30.52272982,green,92.42675263
146,31.82462615,red,89.9663812
147,32.91561171,red,92.83613709
148,34.98311182,yellow,93.93458868
149,38.60890224,red,91.82832491
150,34.31482465,red,90.41742497
151,37.90812454,green,91.71001893
152,37.24961209,red,91.19490882
153,34.15478552,red,89.61344728
154,33.58417051,red,88.031562
155,33.827637,red,91.9630492
156,31.61521448,red,92.39884947
157,33.32538273,yellow,92.92061754
158,29.77328007,red,89.20258254
159,32.3379287,red,95.49977047
160,36.65917847,red,91.29891129
161,33.18619904,red,93.24054901
162,34.97949568,red,92.76417156
163,29.17794508,red,91.20692394
164,34.9576331,green,90.63799161
165,33.61152252,red,91.51933891
166,34.95518049,green,91.20050312
167,37.57031346,red,93.30547459
168,33.76492235,red,89.97582326
169,31.86802788,red,90.63146269
170,33.09108984,red,91.68654553
171,31.07067554,red,93.89888782
172,32.50605866,red,92.99380207
173,32.33185402,green,92.00353095
174,33.95736169,red,97.22201787
175,31.05926602,red,96.23298704
176,37.43977391,red,96.27130293
177,33.1357925,red,91.15482523
178,37.73406685,red,89.08748379
179,34.22764709,red,93.53281206
180,38.300867,red,90.01412073
181,40.06750013,red,90.01253933
182,39.72282715,red,92.31072432
183,33.10147004,red,92.7474289
184,27.71288661,red,89.63705203
185,34.48683841,red,87.76678541
186,33.69188588,green,90.69254899
187,37.40603224,yellow,92.74691097
188,31.66068721,red,93.48783053
189,32.21303628,red,90.6663702
190,27.43973102,red,93.4659148
191,33.01895697,red,92.47825934
192,35.58079632,red,94.08526031
193,34.7036414,red,92.87707113
194,43.78919547,red,91.84360909
195,31.5738707,red,90.31662865
196,34.40068475,red,93.37117281
197,33.3857587,red,92.13581239
198,39.49600708,red,91.39700492
199,32.27344501,green,89.35046934
200,32.96004573,red,90.1352238
201,31.71476019,red,90.27534808
202,31.45065572,red,89.93969753
203,32.59913654,red,92.49317336
204,34.12623399,red,92.03730976
205,35.99573914,green,94.47390422
206,39.80879657,red,91.37968033
207,34.55898457,red,96.22632692
208,34.76158994,red,94.10475879
209,35.05542495,red,93.89348655
210,29.65269134,red,93.33808754
211,35.10459635,red,90.48194083
212,38.79592717,green,91.24787924
213,34.51978398,red,92.30580693
214,32.69482718,red,91.12489493
215,31.4242126,yellow,89.8235325
216,32.99559505,yellow,94.31049469
217,36.81876469,red,93.22423381
218,34.30427424,red,93.73247657
219,37.47507676,red,92.0833211
220,39.93012821,red,92.07572873
221,32.35138624,red,93.48979084
222,32.06430153,red,90.11058632
223,36.57124636,red,93.26210717
224,36.39561255,red,92.41189144
225,33.85508766,red,93.46664412
226,36.02761509,red,92.47061795
227,34.43502264,red,94.71697831
228,35.14229681,red,92.21435883
229,30.56836428,red,91.29983327
230,33.3567984,red,91.12792148
231,30.01743906,red,87.34573702
232,34.35629481,red,94.7660619
233,29.15195786,red,91.85332367
234,31.75075016,red,95.97590715
235,30.40561876,red,94.20666174
236,37.86305621,red,95.64535346
237,32.86155145,red,92.93976983
238,36.52545505,red,94.42176866
239,30.83437305,red,93.17226431
240,34.59154594,red,93.20255343
241,32.50233132,red,93.9405545
242,34.49804129,green,89.02279562
243,31.18352199,red,94.59987374
244,32.56700678,yellow,93.33102354
245,29.71351559,red,92.11155666
246,29.93932512,red,90.96626722
247,36.40254303,green,94.25661895
248,38.54928003,red,96.0271887
249,29.40475158,red,91.87566699
250,30.78849146,red,88.47655282
251,35.29755864,red,91.23132903
252,28.25450071,green,93.26087315
253,33.44822632,red,91.66689012
254,34.11088279,red,91.2132916
255,42.22835041,red,93.85288517
256,31.76223382,red,95.15438028
257,37.74964092,red,94.54675369
258,33.76819724,red,89.38824856
259,33.90329421,red,92.0259888
260,35.49189703,red,95.23360507
261,33.42615015,yellow,91.19524313
262,33.64163181,red,89.73376669
263,35.1039145,red,95.84855865
264,35.58199652,red,95.33054467
265,37.03647355,red,91.5382017
266,37.28404249,red,91.91325545
267,36.37406203,red,93.5255366
268,36.64273154,red,95.93341333
269,34.99475313,red,94.12078444
270,30.22976465,red,89.58781186
271,31.37283354,red,93.00095193
272,38.38593214,red,93.30636483
273,31.25180444,red,85.0539485
274,38.36442106,green,91.42645589
275,36.24298234,red,89.64715826
276,31.29991846,red,95.49465716
277,34.91192496,red,92.52749417
278,32.27067026,red,93.70690049
279,32.60253173,red,94.68225632
280,34.40471623,green,93.34978055
281,29.65154445,red,92.61824525
282,38.42641813,red,94.12393445
283,37.29202291,red,86.69553941
284,38.5133204,red,92.65612529
285,36.40424199,red,90.86760769
286,32.58073063,red,93.77307571
287,31.37116422,yellow,95.60391945
288,35.08032947,red,94.61116096
289,39.40148923,red,92.79119071
290,33.00032742,red,93.76601881
291,34.81858141,red,88.6977416
292,33.41182101,red,93.86276432
293,35.06616608,red,90.5645026
294,33.65465205,yellow,91.54402814
295,37.43944439,red,94.34838559
296,36.17085223,red,93.97184521
297,38.35719347,red,93.75867979
298,36.60269191,red,93.29933821
299,33.32145571,red,93.63493083
300,33.78606385,red,91.74681241
301,31.94328521,red,90.8045935
302,34.43147948,red,91.46422491
303,33.80585131,red,91.80338877
304,38.27710549,red,95.49806986
305,33.81508448,red,92.17252482
306,32.17476174,red,93.06586605
307,34.14748525,red,89.73997945
308,39.26869388,red,92.08449796
309,36.97593437,red,92.33196947
310,31.74414913,red,95.07166691
311,42.52811181,red,91.59482391
312,36.42987543,green,95.40656303
313,33.11133263,red,91.76093435
314,31.74313281,yellow,92.85544245
315,32.24310494,green,94.57791581
316,29.49766503,red,92.44350574
317,36.59014446,red,94.10908631
318,36.00489847,red,95.04072893
319,30.94786837,red,90.94734099
320,37.83395108,red,92.37896855
321,32.25719487,red,93.70105998
322,35.44078901,red,90.10711932
323,35.74808867,red,92.24189516
324,34.25407881,red,90.78151925
325,34.74632424,red,90.99292534
326,28.70545277,red,92.02257965
327,32.85236171,red,91.74204863
328,36.29625622,red,94.02842765
329,43.80221563,red,96.99339787
330,29.96409516,red,90.49543957
331,38.69974896,red,91.91250828
332,36.82379626,red,91.69903242
333,33.19451541,yellow,90.92441901
334,33.1079346,red,91.52586939
335,30.98782074,red,90.98141814
336,33.45764769,red,95.29779755
337,36.59223602,red,92.66932477
338,31.31980613,red,90.37709799
339,31.13252404,red,91.66381118
340,32.75509421,red,93.50575991
341,34.53216669,red,96.29923915
342,37.1644597,red,96.59251263
343,35.88395901,yellow,93.76925928
344,36.90680834,green,91.1290889
345,36.7314258,red,94.00846611
346,35.42596251,green,92.18623922
347,38.85359974,red,90.92131635
348,34.72319364,red,91.52207754
349,31.32670003,red,94.10293801
350,29.28296996,red,93.93938723
351,32.99444402,red,93.99922933
352,33.21281045,red,90.86880387
353,28.36992905,red,92.50561525
354,29.11029486,yellow,95.51860241
355,29.23762203,red,90.7864561
356,34.18753609,red,88.57984368
357,30.00221322,red,95.25161587
358,31.63706427,red,93.880433
359,34.19750642,red,92.72707192
360,28.36200333,red,88.04741081
361,33.24558037,red,93.66938831
362,37.82832262,red,86.8697449
363,34.63904047,red,90.0319877
364,34.5767629,red,90.27245833
365,32.39543372,red,93.40087491
366,34.37916559,green,88.03394438
367,34.04296409,red,90.22938195
368,37.98057465,red,92.04408577
369,31.63670185,red,92.68232259
370,35.68069196,red,87.80555992
371,33.60006321,red,89.19078646
372,30.56931722,red,89.87270421
373,33.90159789,red,90.69918336
374,27.2254496,green,91.73809485
375,33.75553754,red,95.18404457
376,37.94574895,red,91.97617091
377,36.72858582,red,88.49185487
378,33.72662242,yellow,90.3169888
379,37.02800059,red,94.26930436
380,35.85224716,red,92.50478488
381,29.82664361,red,89.68188747
382,30.00910775,red,94.2615186
383,34.71972961,red,91.27236962
384,31.69080322,green,88.0227253
385,30.53616756,red,89.82263274
386,36.72442109,red,91.55294828
387,35.27393742,green,94.05907938
388,34.72496532,red,89.94077999
389,31.77277609,red,89.27078626
390,33.28133144,red,93.52346074
391,32.76629696,red,92.99151102
392,32.16961108,red,91.44527144
393,36.8200988,red,91.39916811
394,33.20399277,yellow,89.07861029
395,36.58299646,red,91.96037905
396,42.64872834,red,93.62203809
397,34.52245138,yellow,86.47904465
398,35.70663987,red,91.71811934
399,32.18560492,red,90.62189589
400,29.04763834,red,89.22542851
401,40.48714881,red,93.5989276
402,33.47116034,red,95.32475381
403,34.0595829,red,90.72692982
404,35.16359444,red,90.97584957
405,38.25908163,red,94.91080582
406,35.10722654,red,91.84638177
407,33.62331825,yellow,91.87941468
408,35.83585711,red,90.56509766
409,32.03220692,red,90.5416092
410,31.81998974,red,93.60875271
411,30.93707741,red,93.36187978
412,32.27249256,red,92.00020871
413,35.60434735,red,94.59221386
414,31.61926096,red,94.76474943
415,37.33526358,red,95.34909837
416,28.99368191,red,91.24518794
417,32.45021841,red,91.61253091
418,36.03802367,red,94.19434817
419,36.8097365,green,90.01296475
420,34.25281846,red,92.57254922
421,31.83064269,red,93.62009518
422,31.55110583,red,94.12774611
423,38.25971395,red,92.06917889
424,37.76871561,red,91.14851911
425,30.82498267,yellow,93.16774698
426,34.2506868,red,92.57117447
427,36.96838434,red,94.32606748
428,38.01672809,red,93.9159945
429,33.60236652,red,90.62555666
430,34.82379498,red,91.01945486
431,29.38248945,yellow,88.52991548
432,30.34826003,yellow,88.80351959
433,34.65555955,red,91.17841607
434,32.75965839,red,90.05339673
435,32.63391536,red,93.17518171
436,37.71219931,red,94.39613438
437,36.40459179,red,92.8434417
438,34.56417063,red,90.14375882
439,40.00796234,red,94.36985734
440,34.98162262,red,91.54792597
441,33.57380254,red,88.949429
442,34.94186933,yellow,93.551638
443,34.90580509,yellow,92.07807787
444,31.40005932,red,93.27831996
445,32.15553137,red,92.32875658
446,30.28751114,green,93.67223295
447,38.47137981,red,93.11791127
448,29.92830247,red,96.40720973
449,32.47100274,red,91.43264624
450,34.55018005,red,94.5355829
451,35.17762182,red,90.76831299
452,35.85615593,red,93.09366278
453,35.84401176,red,94.1486452
454,32.17024445,yellow,91.86681333
455,35.86711994,red,90.74447127
456,37.6856723,red,92.51692335
457,35.07516548,yellow,90.13813475
458,34.8658393,red,90.47462395
459,35.35095003,red,90.45148706
460,24.50727204,red,89.35024613
461,31.67335097,red,92.58833253
462,31.57165045,red,94.20839075
463,34.99906392,yellow,92.84886708
464,36.21906617,red,95.55013614
465,34.33655037,red,91.12880928
466,34.9547756,red,91.56113436
467,33.19117641,red,92.83591031
468,26.52145543,red,91.67548772
469,34.29914236,red,89.40454502
470,33.88610362,red,95.32796292
471,35.78856219,red,92.37499689
472,31.72629661,red,90.52821366
473,32.58837142,red,90.44706197
474,29.85316728,red,94.20738494
475,31.70432288,red,90.53516322
476,33.74972052,yellow,92.58188013
477,33.32577601,red,87.44445305
478,32.25986385,red,93.76320721
479,32.18573817,red,92.71683582
480,34.62335183,yellow,90.59987388
481,35.39617243,red,93.89438448
482,26.23899335,red,91.12315586
483,33.29368837,red,93.73765278
484,34.85283769,red,89.56901856
485,29.5945986,red,90.15261037
486,43.04721675,red,94.24137585
487,33.94125532,red,94.08850654
488,34.73971031,green,91.99625918
489,39.11826793,red,92.79761687
490,32.5507749,red,91.4848058
491,38.57282531,red,87.60635678
492,32.71974133,green,92.58936135
493,30.71034754,red,94.92883416
494,34.27016098,red,88.83362876
495,34.49116635,red,90.61462391
496,32.95296934,yellow,89.94955862
497,37.45895618,red,92.58681049
498,31.4615812,green,92.58144181
499,34.01137774,red,89.22884439
500,37.64257939,green,93.12955076
501,29.30267774,red,93.1845231
502,29.54696742,green,91.29474652
503,33.50061746,red,90.62931881
504,31.66933884,red,91.64386272
505,33.25172034,red,94.2824267
506,34.66358306,red,90.21829523
507,38.99163372,red,90.32835513
508,29.69379214,red,92.09431077
509,34.85591949,yellow,90.24684547
510,35.31231867,red,92.72435186
511,38.38271766,red,98.35998333
512,34.47839548,red,89.5642874
513,39.05984972,red,95.74918383
514,35.12734276,red,86.62169868
515,40.5822624,red,89.94516959
516,36.20568728,green,91.21733445
517,30.98299379,red,95.06027158
518,30.74524204,red,88.87658849
519,33.10552405,red,88.51111487
520,38.08954144,green,92.30454442
521,39.04540682,yellow,90.91939534
522,32.75569044,red,94.26969155
523,31.0525975,red,94.4416561
524,36.99549604,red,88.74468126
525,33.8477974,red,90.60604028
526,35.88330554,red,95.84901014
527,34.74155505,red,89.699372
528,36.23059953,red,96.59334691
529,38.23483438,red,91.81787789
530,27.27396625,red,93.08712343
531,29.65346518,red,90.28917267
532,29.87763438,red,93.48328883
533,31.49187496,red,89.34485347
534,37.15911041,red,89.7467563
535,32.27444948,red,91.73791187
536,35.73882199,red,93.26127589
537,36.11104566,red,92.86530703
538,35.29084302,red,93.29177518
539,31.67397116,red,91.29257832
540,36.62670409,red,91.81296094
541,36.97656191,red,91.33323139
542,32.03209292,red,88.55026426
543,35.03148708,red,95.73896408
544,33.49321018,red,91.57700528
545,35.11740418,red,92.7751362
546,28.77531648,red,89.64828261
547,38.57246865,red,94.42139488
548,38.4723162,red,91.06104726
549,30.78033068,green,94.20346679
550,33.28361956,red,90.52902556
551,34.05301417,red,93.72292468
552,29.97670144,red,89.9105845
553,35.87216083,red,92.09035368
554,36.58875143,red,93.7092099
555,34.43758119,red,93.97731201
556,27.93899695,red,92.3843985
557,33.1355589,red,92.65919588
558,34.95807227,red,93.59046774
559,37.06746615,green,91.05782184
560,32.86244933,red,90.56028168
561,36.4623179,red,91.72169508
562,32.09866246,red,92.16771532
563,32.03308133,red,91.04057039
564,32.9314078,red,95.39240448
565,31.6432957,yellow,92.15773629
566,40.76604858,red,91.76073165
567,31.56406268,red,89.034241
568,31.94208396,red,94.97880196
569,33.67091942,red,88.91537209
570,30.74921843,red,93.53818517
571,34.88920058,red,91.81497744
572,32.5276351,red,90.62297933
573,41.18456048,red,94.06067297
574,34.63422903,red,91.07468211
575,34.95563017,red,91.58251359
576,32.52006135,red,93.41384255
577,32.14676043,yellow,90.68967497
578,37.55451293,red,91.79455587
579,33.26148014,red,94.46856328
580,34.62607672,red,95.72319319
581,32.56858083,red,93.14519588
582,37.82490767,red,94.27662814
583,32.9853423,red,91.40765126
584,34.39928513,red,91.52651664
585,37.4546305,yellow,89.97958524
586,32.79208847,red,92.95795604
587,35.24143592,red,91.71454388
588,32.93303761,red,91.72694289
589,32.39544947,red,90.88333102
590,33.83968121,red,95.60607368
591,32.99218651,red,91.7071224
592,33.52503254,red,92.04765887
593,32.67389498,red,91.75223683
594,37.90529688,green,92.86166921
595,36.22318538,red,90.86920585
596,33.00560994,red,90.88294092
597,32.83831076,yellow,88.77171029
598,31.88556406,red,89.91823312
599,32.56443286,yellow,89.55689811
600,34.24576033,red,90.78208649
601,36.09702677,red,92.0854211
602,32.25004413,red,92.01764407
603,36.60035686,red,92.06417055
604,34.11897441,red,87.79105599
605,31.34156159,yellow,89.08459676
606,35.6420064,red,90.14904536
607,30.43843616,red,89.76370767
608,30.73089572,green,90.60421187
609,32.75176871,green,90.24870239
610,36.70372347,red,90.76373006
611,32.31858509,red,94.03166243
612,29.08420279,red,91.43874936
613,32.14998522,red,88.39732044
614,34.88204354,red,91.94775201
615,30.91680307,red,94.05902462
616,35.14343706,red,91.4424066
617,29.17081927,red,93.66895136
618,30.51342162,red,89.35351906
619,30.96084348,red,91.64920272
620,33.22049341,red,91.19843509
621,43.19256299,red,89.32725475
622,32.49424233,red,93.82959841
623,35.45632886,red,89.74024527
624,35.02840536,green,94.55254762
625,31.99188469,red,93.35312937
626,31.49337602,red,88.74738449
627,33.33173956,red,89.31432825
628,34.64229046,red,91.16717827
629,35.79124885,green,91.70624853
630,30.48222811,red,89.6240948
631,35.00794883,red,95.26113909
632,34.64386055,red,93.05717135
633,41.67082293,red,90.86463854
634,35.78426383,red,92.32759625
635,33.29860069,yellow,91.00966931
636,28.68929831,red,90.32071324
637,28.69883592,red,91.90523024
638,35.6066961,red,93.63635256
639,36.58416497,red,90.43926101
640,37.17588345,red,90.76567757
641,37.8908956,red,92.5457563
642,35.11674683,red,89.52740112
643,39.89334877,red,92.68786642
644,38.2193234,red,94.56988681
645,31.00850277,red,91.66839166
646,30.87657774,red,92.96014125
647,31.45253906,red,90.5882446
648,45.50412709,red,91.39469087
649,38.62537341,red,94.70549194
650,34.38409606,red,91.46815744
651,32.46842284,red,89.51615735
652,29.44632354,red,92.91348952
653,38.17875241,red,91.12955931
654,31.17591307,red,95.04066457
655,36.25638282,green,90.05723309
656,35.19072593,red,89.12941155
657,30.02177383,red,94.37786966
658,35.13364384,red,92.50480128
659,32.87203475,red,91.91194579
660,35.4286132,green,93.02327493
661,44.16316434,red,90.00420048
662,32.24864159,yellow,91.65138813
663,31.51936704,red,90.08741956
664,39.32455984,red,94.03486379
665,29.93907547,red,91.02371488
666,34.56500992,red,89.71670259
667,33.40846073,red,93.12022064
668,32.85910197,red,97.43423323
669,38.07722881,red,88.57855508
670,35.68925915,red,90.64272079
671,31.41894114,red,91.29990453
672,33.62442476,yellow,92.36132334
673,29.58841865,red,90.4799325
674,32.45203047,red,92.30193242
675,36.02558064,red,93.42429399
676,33.56887923,red,95.96534373
677,36.4515791,red,89.81245467
678,36.03311551,red,91.2404596
679,34.09957436,red,90.66072603
680,33.42456801,red,89.29143094
681,33.30648871,green,90.95296862
682,29.14422662,red,90.14971479
683,30.44200773,red,90.91636442
684,38.08886364,red,89.86716397
685,38.30171943,red,92.25043182
686,34.47335341,red,90.24439601
687,35.09513274,red,89.57097866
688,33.09430098,yellow,91.96315277
689,30.96029975,red,92.62755758
690,28.04775938,red,91.41952498
691,31.52886178,red,92.09150554
692,28.78943731,green,90.02908016
693,34.09222093,yellow,90.41118908
694,29.74541984,red,91.32014734
695,30.81824384,red,91.40609889
696,28.8000217,red,93.43215495
697,36.91242165,red,93.7446381
698,36.31821819,red,89.46652363
699,26.26684168,red,91.2143461
700,31.12655491,yellow,90.51447678
701,35.55221197,yellow,89.05990174
702,37.89406703,red,90.41679514
703,36.56963182,red,92.51136718
704,39.63139773,red,92.05201137
705,30.77665637,green,91.73017124
706,31.62861744,red,89.79012127
707,34.18672139,red,86.50997832
708,29.05070811,red,95.84447568
709,35.76403788,green,91.38009228
710,31.46375277,red,92.78971525
711,31.28068285,yellow,94.29437913
712,37.1908752,red,91.48043507
713,36.65747067,green,90.84162578
714,36.03583961,green,90.90347856
715,39.93985007,yellow,95.8967758
716,39.24453812,green,89.05974896
717,34.57300613,red,92.88742109
718,32.8555349,red,93.00678138
719,37.02478355,red,91.10998054
720,33.45322751,red,93.43990283
721,29.3046021,red,91.77048212
722,36.7117116,red,93.83955623
723,33.04442917,green,93.0040516
724,34.98851177,red,89.80256553
725,31.42651235,red,88.67885654
726,35.04108186,red,94.48415719
727,30.0940339,red,92.02925383
728,31.31848473,red,95.86831604
729,29.12506925,red,90.3834967
730,36.90665047,red,95.07327828
731,27.46908613,red,90.64603513
732,37.34227145,red,92.19218292
733,27.96767026,green,92.10130549
734,34.55325907,red,90.48086538
735,30.6186316,yellow,91.88301079
736,36.71749639,red,92.77011345
737,32.10517501,red,93.15216063
738,34.5118204,red,93.77540168
739,33.90509393,green,90.40478462
740,29.29622112,red,93.02104693
741,27.35051075,red,91.2135202
742,42.04771662,red,91.71666919
743,33.30677267,green,92.50922553
744,33.93389282,green,91.67376758
745,30.43044294,red,90.40101736
746,31.31311109,red,92.70522474
747,29.43861013,red,93.66740249
748,34.1223927,red,90.39465228
749,30.7057191,red,94.83457158
750,30.33924438,red,92.90949726
751,35.6547086,yellow,89.27443794
752,37.57413096,red,93.31675993
753,35.61395253,red,90.26568108
754,35.94375566,red,91.43047105
755,35.54361111,red,92.82172947
756,31.7729407,red,89.7941287
757,31.24757157,red,91.89152806
758,33.01055819,red,87.77263073
759,30.23110375,red,90.96052606
760,36.56149999,yellow,92.00437651
761,41.0733177,green,91.86910646
762,33.559342,red,90.8959612
763,40.14529443,red,94.25458767
764,29.87764784,red,92.38735184
765,33.6984512,red,94.80822656
766,29.33196561,red,92.61084999
767,38.91764646,red,91.16903234
768,28.56590198,red,88.69205074
769,32.977652,yellow,91.31873761
770,29.24742169,red,92.31879384
771,30.41014611,red,99.32035167
772,38.07658319,red,91.84111075
773,34.25498894,red,91.84690548
774,32.54444212,red,91.81703253
775,31.22064921,green,91.9856592
776,30.96814391,red,92.11848973
777,34.63936343,red,87.96840215
778,35.32820316,red,90.85893261
779,34.74610205,green,93.7831957
780,36.05313461,red,93.41822156
781,35.38613337,red,90.94891522
782,34.9521038,red,91.27603614
783,35.17556674,green,91.90611187
784,31.94070098,green,92.50662076
785,39.14310348,yellow,92.44927777
786,32.57698701,red,91.20164807
787,35.49039595,red,91.64943126
788,38.96580019,red,93.16166324
789,34.30448647,yellow,89.87450743
790,31.96549776,red,93.0935683
791,34.54109542,red,89.34434872
792,30.81975457,red,95.35141166
793,27.886155,red,92.47925134
794,35.27333711,red,88.05771506
795,33.57842913,red,92.43868658
796,31.42968701,yellow,91.29484964
797,32.78820459,yellow,92.70213604
798,37.60425255,red,89.56562781
799,35.30815753,red,91.00574801
800,36.14078817,red,90.99266354
801,28.30317542,green,88.1995539
802,31.64066293,yellow,91.66601052
803,32.42573933,red,92.87293098
804,40.7246597,red,88.96484812
805,32.2980205,red,91.07752633
806,31.12085817,red,89.95496948
807,35.63437875,red,94.9467112
808,32.92844919,red,92.84175996
809,26.12457776,red,98.07462724
810,30.31813408,green,89.08751857
811,38.23859491,red,91.85663315
812,32.93793799,green,93.70674687
813,35.8845273,red,91.19219474
814,33.615405,red,90.5578247
815,36.83823828,red,90.5971441
816,29.47354735,green,89.82609322
817,39.27844919,red,96.99117234
818,27.84894004,red,92.57246853
819,35.60722542,red,91.47545689
820,36.14765711,green,89.4460041
821,36.01035242,red,94.11914701
822,35.92899057,red,93.75976237
823,33.85831559,red,89.50590609
824,32.23455037,yellow,89.47757807
825,34.64727887,red,92.95162795
826,32.46841966,red,94.19536077
827,32.22299962,red,93.78210942
828,28.24435929,red,94.45507379
829,38.84607292,red,92.39575603
830,33.05322391,red,93.9073629
831,32.85704677,red,91.59283296
832,34.14087002,red,94.15164199
833,34.83857451,yellow,91.78254218
834,35.72316925,green,94.56398179
835,38.9324132,red,97.10125348
836,32.50889658,red,94.40855078
837,32.53081086,red,90.56458346
838,25.14358702,red,94.58320432
839,34.18628264,red,92.63741778
840,28.21281401,yellow,92.61872041
841,35.81250244,red,93.43719482
842,37.25828315,green,95.90276269
843,38.64855265,red,95.01000723
844,32.94963477,red,91.82730755
845,36.35384676,red,94.35591035
846,36.29151922,red,90.4965131
847,39.05945043,red,90.64518415
848,36.41500441,red,92.46461549
849,29.03618455,red,93.37595344
850,37.49543563,red,92.37491083
851,30.50784309,red,90.88516916
852,38.94383494,red,94.3128032
853,33.30021337,red,90.55154279
854,36.13690749,green,94.29085684
855,28.9237778,red,90.83913138
856,35.86939611,red,90.20810166
857,34.55198804,red,91.17332132
858,36.0766939,red,94.13749211
859,37.88617245,yellow,91.27771622
860,35.50638622,red,91.47090534
861,38.05147927,red,90.77499282
862,37.0417847,red,92.84053964
863,32.42628331,red,94.54284761
864,36.09718892,red,91.23555323
